BranchCode,YearOpened,MonthOpened,QuaterOpened,LocationCluster,StoreType,edcType,StoreProvince
369,2019,2,Q1,Oasis,CJSUPERMARKET,Emoney,Chon Buri
377,2019,2,Q1,Oasis,CJSUPERMARKET,Emoney,Ang Thong
376,2019,2,Q1,NearFactory,CJSUPERMARKET,Emoney,Rayong
374,2019,2,Q1,Downtown,CJSUPERMARKET,Emoney,Saraburi
375,2019,2,Q1,NearFactory,CJSUPERMARKET,Emoney,Ayutthaya
384,2019,2,Q1,NearFactory,CJSUPERMARKET,Emoney,Saraburi
381,2019,2,Q1,CityEdge,CJSUPERMARKET,Emoney,Saraburi
390,2019,2,Q1,Downtown,CJSUPERMARKET,Emoney,Chon Buri
385,2019,3,Q1,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
383,2019,3,Q1,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
386,2019,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Ang Thong
371,2019,3,Q1,Suburb,CJSUPERMARKET,Emoney,Nonthaburi
394,2019,3,Q1,Downtown,CJSUPERMARKET,Emoney,Chon Buri
391,2019,3,Q1,Oasis,CJSUPERMARKET,Emoney,Saraburi
397,2019,3,Q1,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
393,2019,3,Q1,NearFactory,CJSUPERMARKET,Emoney,Ayutthaya
358,2019,4,Q2,City,CJSUPERMARKET,Emoney,Samut Prakan
395,2019,4,Q2,Downtown,CJSUPERMARKET,Emoney,Ayutthaya
388,2019,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
380,2019,4,Q2,Downtown,CJSUPERMARKET,Emoney,Chon Buri
392,2019,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Rayong
402,2019,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
378,2019,4,Q2,Oasis,CJSUPERMARKET,Emoney,Rayong
404,2019,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Saraburi
405,2019,4,Q2,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
403,2019,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Saraburi
406,2019,4,Q2,Downtown,CJSUPERMARKET,Emoney,Saraburi
382,2019,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
401,2019,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Ayutthaya
410,2019,5,Q2,Downtown,CJSUPERMARKET,Emoney,Ang Thong
411,2019,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Pathom
415,2019,5,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Pathom
414,2019,5,Q2,City,CJSUPERMARKET,Emoney,Bangkok
413,2019,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
408,2019,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
409,2019,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
399,2019,5,Q2,Oasis,CJSUPERMARKET,Emoney,Ang Thong
407,2019,6,Q2,City,CJSUPERMARKET,Emoney,Nonthaburi
379,2019,6,Q2,Downtown,CJSUPERMARKET,Emoney,Chon Buri
355,2019,6,Q2,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
387,2019,6,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
412,2019,6,Q2,Suburb,CJSUPERMARKET,Emoney,Nakhon Pathom
398,2019,6,Q2,NearFactory,CJSUPERMARKET,Emoney,Ayutthaya
422,2019,6,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Sakhon
421,2019,7,Q3,Oasis,CJSUPERMARKET,Emoney,Nakhon Nayok
419,2019,7,Q3,Suburb,CJSUPERMARKET,Emoney,Samut Sakhon
423,2019,7,Q3,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
420,2019,7,Q3,City,CJSUPERMARKET,Emoney,Bangkok
425,2019,7,Q3,City,CJSUPERMARKET,Emoney,Bangkok
426,2019,7,Q3,City,CJSUPERMARKET,Emoney,Bangkok
430,2019,7,Q3,CityEdge,CJSUPERMARKET,Emoney,Nakhon Pathom
429,2019,8,Q3,Oasis,CJSUPERMARKET,Emoney,Nakhon Pathom
416,2019,8,Q3,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
424,2019,8,Q3,City,CJSUPERMARKET,Emoney,Bangkok
435,2019,8,Q3,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
427,2019,8,Q3,NearFactory,CJSUPERMARKET,Emoney,Pathum Thani
433,2019,9,Q3,City,CJSUPERMARKET,Emoney,Bangkok
441,2019,9,Q3,Oasis,CJSUPERMARKET,Emoney,Chon Buri
445,2019,9,Q3,City,CJSUPERMARKET,Emoney,Bangkok
446,2019,9,Q3,NearFactory,CJSUPERMARKET,Emoney,Nakhon Pathom
432,2019,9,Q3,Suburb,CJSUPERMARKET,Emoney,Bangkok
447,2019,9,Q3,Suburb,CJSUPERMARKET,Emoney,Nonthaburi
440,2019,9,Q3,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
431,2019,10,Q4,NearFactory,CJSUPERMARKET,Emoney,Chachoengsao
418,2019,10,Q4,City,CJSUPERMARKET,Emoney,Bangkok
443,2019,10,Q4,City,CJSUPERMARKET,Emoney,Bangkok
449,2019,10,Q4,Oasis,CJSUPERMARKET,Emoney,Chachoengsao
438,2019,10,Q4,City,CJSUPERMARKET,Emoney,Samut Prakan
444,2019,10,Q4,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
434,2019,10,Q4,City,CJSUPERMARKET,Emoney,Samut Prakan
448,2019,10,Q4,City,CJSUPERMARKET,Emoney,Bangkok
451,2019,10,Q4,NearFactory,CJSUPERMARKET,Emoney,Pathum Thani
463,2019,10,Q4,Downtown,CJSUPERMARKET,Emoney,Chon Buri
439,2019,11,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Nayok
459,2019,11,Q4,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
454,2019,11,Q4,Downtown,CJSUPERMARKET,Emoney,Rayong
452,2019,11,Q4,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
456,2019,11,Q4,City,CJSUPERMARKET,Emoney,Bangkok
462,2019,11,Q4,City,CJSUPERMARKET,Emoney,Bangkok
465,2019,11,Q4,Oasis,CJSUPERMARKET,Emoney,Chachoengsao
457,2019,11,Q4,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
453,2019,11,Q4,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
460,2019,11,Q4,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
450,2019,12,Q4,City,CJSUPERMARKET,Emoney,Bangkok
469,2019,12,Q4,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
458,2019,12,Q4,City,CJSUPERMARKET,Emoney,Bangkok
471,2019,12,Q4,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
473,2019,12,Q4,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
470,2019,12,Q4,NearFactory,CJSUPERMARKET,Emoney,Rayong
475,2020,1,Q1,CityEdge,CJSUPERMARKET,Emoney,Phetchaburi
472,2020,1,Q1,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
474,2020,1,Q1,Oasis,CJSUPERMARKET,Emoney,Nakhon Pathom
484,2020,1,Q1,NearFactory,CJSUPERMARKET,Emoney,Prachin Buri
478,2020,2,Q1,City,CJSUPERMARKET,Emoney,Samut Prakan
476,2020,2,Q1,CityEdge,CJSUPERMARKET,Emoney,Rayong
467,2020,2,Q1,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
479,2020,2,Q1,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
464,2020,2,Q1,Downtown,CJSUPERMARKET,Emoney,Chon Buri
482,2020,2,Q1,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
477,2020,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Nakhon Pathom
468,2020,3,Q1,City,CJSUPERMARKET,Emoney,Bangkok
485,2020,3,Q1,City,CJSUPERMARKET,Emoney,Bangkok
488,2020,3,Q1,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
481,2020,3,Q1,Suburb,CJSUPERMARKET,Emoney,Bangkok
486,2020,3,Q1,Suburb,CJSUPERMARKET,Emoney,Bangkok
461,2020,3,Q1,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
290,2020,3,Q1,NearFactory,CJSUPERMARKET,Emoney,Nakhon Pathom
483,2020,3,Q1,City,CJSUPERMARKET,Emoney,Samut Prakan
396,2020,4,Q2,City,CJSUPERMARKET,Emoney,Bangkok
492,2020,4,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Sakhon
495,2020,4,Q2,Oasis,CJSUPERMARKET,Emoney,Ratchaburi
491,2020,4,Q2,Suburb,CJSUPERMARKET,Emoney,Bangkok
490,2020,4,Q2,Suburb,CJSUPERMARKET,Emoney,Bangkok
494,2020,4,Q2,City,CJSUPERMARKET,Emoney,Samut Prakan
428,2020,4,Q2,Suburb,CJSUPERMARKET,Emoney,Nonthaburi
307,2020,4,Q2,Downtown,CJSUPERMARKET,Emoney,Chon Buri
272,2020,4,Q2,City,CJSUPERMARKET,Emoney,Bangkok
501,2020,4,Q2,Oasis,CJSUPERMARKET,Emoney,Ayutthaya
417,2020,5,Q2,City,CJSUPERMARKET,Emoney,Bangkok
493,2020,5,Q2,Downtown,CJSUPERMARKET,Emoney,Nakhon Pathom
455,2020,5,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Sakhon
489,2020,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Chon Buri
507,2020,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Pathom
497,2020,5,Q2,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
437,2020,5,Q2,City,CJSUPERMARKET,Emoney,Bangkok
504,2020,5,Q2,City,CJSUPERMARKET,Emoney,Samut Prakan
498,2020,5,Q2,Suburb,CJSUPERMARKET,Emoney,Nonthaburi
502,2020,5,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Sakhon
513,2020,5,Q2,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
505,2020,5,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
523,2020,5,Q2,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
506,2020,5,Q2,Oasis,CJSUPERMARKET,Emoney,Chachoengsao
518,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
521,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Ang Thong
515,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
487,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
389,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Chachoengsao
508,2020,6,Q2,Suburb,CJSUPERMARKET,Emoney,Nonthaburi
525,2020,6,Q2,Downtown,CJSUPERMARKET,Emoney,Chon Buri
510,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
519,2020,6,Q2,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
499,2020,7,Q3,City,CJSUPERMARKET_BAO_WASH,Emoney,Nonthaburi
466,2020,7,Q3,NearFactory,CJSUPERMARKET,Emoney,Rayong
509,2020,7,Q3,Oasis,CJSUPERMARKET,Emoney,Chachoengsao
500,2020,7,Q3,City,CJSUPERMARKET,Emoney,Chon Buri
512,2020,7,Q3,City,CJSUPERMARKET,Emoney,Bangkok
532,2020,7,Q3,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
542,2020,7,Q3,Suburb,CJSUPERMARKET,Emoney,Samut Prakan
537,2020,8,Q3,NearFactory,CJSUPERMARKET,Emoney,Nonthaburi
522,2020,8,Q3,CityEdge,CJSUPERMARKET,Emoney,Phetchaburi
530,2020,8,Q3,Downtown,CJSUPERMARKET,Emoney,Chon Buri
480,2020,8,Q3,NearFactory,CJMORE,Emoney,Ayutthaya
526,2020,8,Q3,NearFactory,CJSUPERMARKET,Emoney,Rayong
535,2020,8,Q3,CityEdge,CJSUPERMARKET,Emoney,Nakhon Pathom
541,2020,8,Q3,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
547,2020,8,Q3,Oasis,CJSUPERMARKET,Emoney,Nakhon Pathom
543,2020,8,Q3,Oasis,CJSUPERMARKET,Emoney,Prachin Buri
514,2020,8,Q3,Downtown,CJSUPERMARKET,Emoney,Chai Nat
534,2020,8,Q3,Downtown,CJSUPERMARKET,Emoney,Sing Buri
538,2020,8,Q3,Oasis,CJSUPERMARKET,Emoney,Rayong
528,2020,9,Q3,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
517,2020,9,Q3,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
496,2020,9,Q3,City,CJSUPERMARKET,Emoney,Bangkok
516,2020,9,Q3,Downtown,CJSUPERMARKET,Emoney,Prachin Buri
551,2020,9,Q3,Oasis,CJSUPERMARKET,Emoney,Saraburi
536,2020,9,Q3,NearFactory,CJSUPERMARKET,Emoney,Ayutthaya
552,2020,9,Q3,Oasis,CJSUPERMARKET,Emoney,Saraburi
546,2020,9,Q3,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
544,2020,9,Q3,City,CJSUPERMARKET,Emoney,Bangkok
557,2020,9,Q3,Oasis,CJSUPERMARKET,Emoney,Prachuap Khiri Khan
436,2020,9,Q3,City,CJSUPERMARKET,Emoney,Bangkok
545,2020,9,Q3,Downtown,CJSUPERMARKET,Emoney,Chon Buri
558,2020,9,Q3,CityEdge,CJSUPERMARKET,Emoney,Prachuap Khiri Khan
511,2020,9,Q3,CityEdge,CJSUPERMARKET,Emoney,Ratchaburi
554,2020,9,Q3,Downtown,CJSUPERMARKET,Emoney,Chon Buri
555,2020,10,Q4,Oasis,CJSUPERMARKET,Emoney,Rayong
566,2020,10,Q4,Oasis,CJSUPERMARKET,Emoney,Chai Nat
548,2020,10,Q4,City,CJSUPERMARKET,Emoney,Bangkok
559,2020,10,Q4,City,CJSUPERMARKET,Emoney,Samut Prakan
524,2020,10,Q4,NearFactory,CJSUPERMARKET,Emoney,Rayong
585,2020,10,Q4,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
563,2020,10,Q4,CityEdge,CJSUPERMARKET,Emoney,Prachuap Khiri Khan
586,2020,10,Q4,Oasis,CJSUPERMARKET,Emoney,Ayutthaya
577,2020,10,Q4,Oasis,CJSUPERMARKET,Emoney,Saraburi
579,2020,10,Q4,Downtown,CJSUPERMARKET,Emoney,Saraburi
583,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Sawan
550,2020,11,Q4,Suburb,CJSUPERMARKET,Emoney,Bangkok
549,2020,11,Q4,City,CJMORE,Emoney,Bangkok
539,2020,11,Q4,City,CJSUPERMARKET,Emoney,Pathum Thani
529,2020,11,Q4,CityEdge,CJSUPERMARKET,Emoney,Chon Buri
570,2020,11,Q4,CityEdge,CJSUPERMARKET,Emoney,Rayong
527,2020,11,Q4,Suburb,CJSUPERMARKET,Emoney,Bangkok
565,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Nayok
575,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
568,2020,11,Q4,CityEdge,CJSUPERMARKET,Emoney,Chon Buri
564,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
567,2020,11,Q4,Downtown,CJSUPERMARKET,Emoney,Chai Nat
556,2020,11,Q4,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
576,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Saraburi
596,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
592,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Sawan
562,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Chai Nat
587,2020,11,Q4,NearFactory,CJSUPERMARKET,Emoney,Rayong
582,2020,11,Q4,Oasis,CJSUPERMARKET,Emoney,Phetchaburi
569,2020,12,Q4,City,CJSUPERMARKET,Emoney,Bangkok
560,2020,12,Q4,City,CJSUPERMARKET,Emoney,Pathum Thani
588,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
594,2020,12,Q4,CityEdge,CJSUPERMARKET,Emoney,Lop Buri
571,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Ratchaburi
591,2020,12,Q4,CityEdge,CJSUPERMARKET,Emoney,Nakhon Sawan
597,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Nakhon Pathom
572,2020,12,Q4,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
593,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
600,2020,12,Q4,Downtown,CJSUPERMARKET_BAO_WASH,Emoney,Nakhon Sawan
580,2020,12,Q4,NearFactory,CJSUPERMARKET,Emoney,Samut Sakhon
574,2020,12,Q4,NearFactory,CJSUPERMARKET,Emoney,Rayong
531,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Chon Buri
609,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Rayong
603,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Nakhon Sawan
613,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Chanthaburi
606,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
610,2020,12,Q4,CityEdge,CJSUPERMARKET,Emoney,Lop Buri
561,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Chai Nat
621,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Chanthaburi
598,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
624,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Sawan
618,2020,12,Q4,Suburb,CJSUPERMARKET,Emoney,Bangkok
573,2020,12,Q4,CityEdge,CJSUPERMARKET,Emoney,Chon Buri
533,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Ayutthaya
620,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Saraburi
602,2020,12,Q4,Suburb,CJSUPERMARKET,Emoney,Bangkok
626,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Nakhon Sawan
616,2020,12,Q4,CityEdge,CJSUPERMARKET_BAO_WASH,Emoney,Chanthaburi
617,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
590,2020,12,Q4,Downtown,CJSUPERMARKET,Emoney,Nakhon Sawan
622,2020,12,Q4,Oasis,CJSUPERMARKET,Emoney,Nakhon Sawan
623,2021,1,Q1,Downtown,CJSUPERMARKET,Emoney,Nakhon Sawan
607,2021,1,Q1,Oasis,CJSUPERMARKET,Emoney,Sa Kaeo
612,2021,1,Q1,Downtown,CJSUPERMARKET,Emoney,Nakhon Ratchasima
629,2021,2,Q1,NearFactory,CJSUPERMARKET,Emoney,Nakhon Ratchasima
553,2021,2,Q1,NearFactory,CJSUPERMARKET_BAO_WASH_CAFE,Emoney,Chon Buri
625,2021,2,Q1,Downtown,CJSUPERMARKET,Emoney,Nakhon Pathom
619,2021,2,Q1,Suburb,CJSUPERMARKET,Emoney,Chachoengsao
628,2021,2,Q1,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
589,2021,2,Q1,Oasis,CJSUPERMARKET,Emoney,Ayutthaya
627,2021,2,Q1,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
635,2021,2,Q1,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
615,2021,2,Q1,CityEdge,CJSUPERMARKET,Emoney,Chanthaburi
631,2021,2,Q1,Oasis,CJSUPERMARKET,Emoney,Chanthaburi
611,2021,2,Q1,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
639,2021,3,Q1,Oasis,CJSUPERMARKET,Emoney,Kanchanaburi
630,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Chon Buri
637,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Nakhon Sawan
632,2021,3,Q1,NearFactory,CJSUPERMARKET,Emoney,Nakhon Ratchasima
608,2021,3,Q1,Oasis,CJSUPERMARKET,Emoney,Sa Kaeo
595,2021,3,Q1,Downtown,CJSUPERMARKET,Emoney,Uthai Thani
641,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
647,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Chanthaburi
605,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Ayutthaya
646,2021,3,Q1,CityEdge,CJSUPERMARKET,Emoney,Nakhon Sawan
604,2021,3,Q1,Oasis,CJSUPERMARKET,Emoney,Sing Buri
599,2021,3,Q1,Oasis,CJSUPERMARKET,Emoney,Rayong
650,2021,3,Q1,Oasis,CJSUPERMARKET,Emoney,Chon Buri
649,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
658,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
644,2021,4,Q2,Downtown,CJSUPERMARKET,Emoney,Nakhon Ratchasima
633,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
584,2021,4,Q2,Oasis,CJSUPERMARKET,Emoney,Suphan Buri
634,2021,4,Q2,NearFactory,CJSUPERMARKET,Emoney,Bangkok
648,2021,4,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
652,2021,4,Q2,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
654,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
659,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
661,2021,4,Q2,Downtown,CJSUPERMARKET,Emoney,Nakhon Sawan
653,2021,4,Q2,Suburb,CJSUPERMARKET,Emoney,Pathum Thani
651,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
665,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
638,2021,4,Q2,Oasis,CJSUPERMARKET,Emoney,Chanthaburi
656,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
657,2021,4,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Sawan
645,2021,5,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Sawan
660,2021,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
664,2021,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
662,2021,5,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
669,2021,5,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
666,2021,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Nayok
614,2021,5,Q2,CityEdge,CJSUPERMARKET,Emoney,Nakhon Ratchasima
642,2021,5,Q2,Downtown,CJSUPERMARKET,Emoney,Lop Buri
671,2021,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
674,2021,5,Q2,Oasis,CJSUPERMARKET,Emoney,Nakhon Ratchasima
676,2021,5,Q2,Downtown,CJSUPERMARKET,Emoney,Nakhon Ratchasima
689,2021,5,Q2,NearFactory,CJSUPERMARKET,Emoney,Samut Prakan
