Class Code,Class Name,Sub Code,Sub Class Name,Size,Product ID,Product Name
10100,CIGARETTES,10101,LOCAL,S,20006607,กรองทิพย์บุหรี่90
10100,CIGARETTES,10101,LOCAL,S,20006609,กรุงทองบุหรี่90
10100,CIGARETTES,10101,LOCAL,S,20020492,วันเดอร์เอสบุหรี่เขียว
10100,CIGARETTES,10101,LOCAL,S,20020491,วันเดอร์เอสบุหรี่แดง
10100,CIGARETTES,10101,LOCAL,S,20006608,สายฝนบุหรี่90
10100,CIGARETTES,10101,LOCAL,S,20003385,เอสเอ็มเอสบุหรี่เขียว
10100,CIGARETTES,10101,LOCAL,S,20003384,เอสเอ็มเอสบุหรี่แดง
10100,CIGARETTES,10102,IMPORT,S,20023904,เพลย์ออฟบุหรี่แดง
10100,CIGARETTES,10102,IMPORT,S,20000023004,มาร์ลโบโรแดงซองแข็ง
10100,CIGARETTES,10102,IMPORT,S,20000023005,มาร์ลโบโรแบล็คทูซองแข็ง
10100,CIGARETTES,10102,IMPORT,S,20008985,มาร์ลโบโรอาร์กติกเอ็กซ์
10100,CIGARETTES,10102,IMPORT,S,20008065,ไลน์บุหรี่เขียว7.1
10100,CIGARETTES,10102,IMPORT,S,20007825,แอล&เอ็มเขียวซองอ่อน
10100,CIGARETTES,10102,IMPORT,S,20000076002,แอล&เอ็มแดงซองแข็ง
10100,CIGARETTES,10102,IMPORT,S,20007826,แอล&เอ็มแดงซองอ่อน
10100,CIGARETTES,10102,IMPORT,S,20003387,แอล&เอ็มเมนทอล 7.1mm
10100,CIGARETTES,10102,IMPORT,S,20002216,แอล&เอ็มสตรอม 7.1mm
10100,CIGARETTES,10102,IMPORT,S,20003386,แอล&เอ็มออริจินอล 7.1mm
10100,CIGARETTES,10102,IMPORT,S,20023903,ไอสกอร์บุหรี่5.0
10100,CIGARETTES,10102,IMPORT,S,20023902,ไอสกอร์บุหรี่เขียว
10100,CIGARETTES,10102,IMPORT,S,20023901,ไอสกอร์บุหรี่แดง
10200,SPIRITS,10201,BRANDY,S,20006754,รีเจนซี่บรั่นดี350ml
10200,SPIRITS,10201,BRANDY,M,20006755,รีเจนซี่บรั่นดี700ml
10200,SPIRITS,10201,BRANDY,L,20017833,แสงโสม1000ml
10200,SPIRITS,10202,RTD,S,20029475,ชอมชูลอมโซจูรสพีช360ml
10200,SPIRITS,10202,RTD,S,20029477,ชอมชูลอมโซจูรสสตรอเบอร์รี่360ml
10200,SPIRITS,10202,RTD,S,20001426,ฟลูมูลดาร์ค275ml
10200,SPIRITS,10202,RTD,S,20015065,สเมอร์นอฟแบล็คไอซ์275ml
10200,SPIRITS,10202,RTD,S,20015067,สเมอร์นอฟแบล็คไอซ์แคน250ml
10200,SPIRITS,10202,RTD,S,20003824,สเมอร์น็อฟไอซ์275ml
10200,SPIRITS,10202,RTD,S,20003823,สเมอร์น๊อฟไอซ์กรีนแอปเปิ้ลไบท์275ml
10200,SPIRITS,10202,RTD,S,20015066,สเมอร์นอฟไอซ์แคน250ml
10200,SPIRITS,10202,RTD,S,20023919,สเมอร์นอฟไอซ์อูเมะชู275ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20005106,กิลบีส์วอดก้า700ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20013248,ตะวันแดงสุราขาว30ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20013247,ตะวันแดงสุราขาว30ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20013250,ตะวันแดงสุราขาว35ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20013249,ตะวันแดงสุราขาว35ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20013252,ตะวันแดงสุราขาว40ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20013251,ตะวันแดงสุราขาว40ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20021340,ตะวันแดงสุราข้าวหอม30ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20021342,ตะวันแดงสุราข้าวหอม30ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20021339,ตะวันแดงสุราข้าวหอม35ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20021343,ตะวันแดงสุราข้าวหอม35ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20021341,ตะวันแดงสุราข้าวหอม40ดีกรี 330ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20021344,ตะวันแดงสุราข้าวหอม40ดีกรี 625ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20005103,ไทยสาโทเบียร์ขวด620ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20016219,รวงข้าวซิลส์สุราขาว35ดีกรี700ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20013843,รวงข้าวสุราขาว30ดีกรี330ml (กาญจน)
10200,SPIRITS,10203,WHITE SPIRITS,S,20013832,รวงข้าวสุราขาว30ดีกรี330ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,S,20006921,รวงข้าวสุราขาว30ดีกรี330ml (หลักชัย)
10200,SPIRITS,10203,WHITE SPIRITS,M,20013844,รวงข้าวสุราขาว30ดีกรี625ml (กาญจน)
10200,SPIRITS,10203,WHITE SPIRITS,M,20013838,รวงข้าวสุราขาว30ดีกรี625ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,M,20006920,รวงข้าวสุราขาว30ดีกรี625ml (หลักชัย)
10200,SPIRITS,10203,WHITE SPIRITS,S,20013845,รวงข้าวสุราขาว35ดีกรี330ml (กาญจน)
10200,SPIRITS,10203,WHITE SPIRITS,S,20013839,รวงข้าวสุราขาว35ดีกรี330ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,S,20006490,รวงข้าวสุราขาว35ดีกรี330ml (หลักชัย)
10200,SPIRITS,10203,WHITE SPIRITS,M,20013846,รวงข้าวสุราขาว35ดีกรี625ml (กาญจน)
10200,SPIRITS,10203,WHITE SPIRITS,M,20013840,รวงข้าวสุราขาว35ดีกรี625ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,M,20006491,รวงข้าวสุราขาว35ดีกรี625ml (หลักชัย)
10200,SPIRITS,10203,WHITE SPIRITS,S,20005109,รวงข้าวสุราขาว40ดีกรี330ml
10200,SPIRITS,10203,WHITE SPIRITS,S,20013841,รวงข้าวสุราขาว40ดีกรี330ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,M,20005110,รวงข้าวสุราขาว40ดีกรี625ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20013842,รวงข้าวสุราขาว40ดีกรี625ml (เพื่องฟู)
10200,SPIRITS,10203,WHITE SPIRITS,M,20005101,เรดค็อกวอดก้า700ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20003815,ไลอ้อนสาโท625ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20006871,สุราเชี่ยงชุน625ml
10200,SPIRITS,10203,WHITE SPIRITS,M,20006495,เหยี่ยวเงินสุรา40ดีกรี70cl
10300,BEER,10301,ECONOMY,S,20006606,ช้างคลาสสิคเบียร์กระป๋อง320ml
10300,BEER,10301,ECONOMY,M,20003818,ช้างคลาสสิคเบียร์กระป๋อง490ml
10300,BEER,10301,ECONOMY,XL,20004918,ช้างคลาสสิคเบียร์กระป๋อง490mlx2
10300,BEER,10301,ECONOMY,L,20006605,ช้างคลาสสิคเบียร์ขวด620ml
10300,BEER,10301,ECONOMY,XL,20005112,ช้างคลาสสิคเบียร์ขวด620mlx2
10300,BEER,10301,ECONOMY,M,20025466,แทปเปอร์เอ็กซ์ตร้าเบียร์กระป๋อง490ml
10300,BEER,10301,ECONOMY,M,20025457,มังกรดำเบียร์แดงกระป๋อง490ml
10300,BEER,10301,ECONOMY,M,20025615,มาย์เบียร์กระป๋อง490ml
10300,BEER,10301,ECONOMY,S,20006594,ลีโอเบียร์กระป๋อง 320ml
10300,BEER,10301,ECONOMY,M,20014428,ลีโอเบียร์กระป๋อง 490ml
10300,BEER,10301,ECONOMY,XL,20024241,ลีโอเบียร์กระป๋อง 490mlx2
10300,BEER,10301,ECONOMY,S,20003811,ลีโอเบียร์ขวด 320ml
10300,BEER,10301,ECONOMY,L,20006593,ลีโอเบียร์ขวด 620ml
10300,BEER,10301,ECONOMY,XL,20008333,ลีโอเบียร์ขวด 620mlx3
10300,BEER,10301,ECONOMY,M,20024437,สโนวีไวซ์เซ่นเบียร์ 490ml
10300,BEER,10301,ECONOMY,L,20016223,อาชาเบียร์630ml
10300,BEER,10301,ECONOMY,M,20025461,ฮันทส์แมนเบียร์กระป๋อง490ml
10300,BEER,10302,STANDARD,S,20009665,เบียร์ช้างขวด320ml
10300,BEER,10302,STANDARD,XL,20009001,เบียร์ช้างคลาสสิคขวด620mlx3
10300,BEER,10302,STANDARD,S,20006592,สิงห์เบียร์กระป๋อง320ml
10300,BEER,10302,STANDARD,L,20009542,สิงห์เบียร์ขวด620ml
10300,BEER,10303,PREMIUM,M,20021124,เชียร์เบียร์กระป๋อง490ml
10300,BEER,10303,PREMIUM,M,20021125,เชียร์เบียร์เอ็กซ์ตร้ากระป๋อง490ml
10300,BEER,10303,PREMIUM,S,20022712,บัดด์ไวท์เซอร์เบียร์ขวด330ml
10300,BEER,10303,PREMIUM,M,20028902,เฟเดอร์บรอยเบียร์กระป๋อง490ml
10300,BEER,10303,PREMIUM,L,20004917,เฟเดอร์บรอยเบียร์แบบขวด620ml
10300,BEER,10303,PREMIUM,S,20025911,ไฮเนเก้น0.0เบียร์กระป๋อง330ml
10300,BEER,10303,PREMIUM,S,20025909,ไฮเนเก้น0.0เบียร์ขวด330ml
10300,BEER,10303,PREMIUM,M,20006487,ไฮเนเก้นกระป๋อง490ml
10300,BEER,10303,PREMIUM,L,20006642,ไฮเนเก้นขวด620ml
10300,BEER,10303,PREMIUM,S,20008367,ไฮเนเก้นลาเกอร์เบียร์แคน320ml
10400,WHISKY,10401,LOCAL,M,20006848,100ไพเพอร์ส700ml
10400,WHISKY,10401,LOCAL,S,20015022,Johnnie Walker เรดเลเบิล350ml
10400,WHISKY,10401,LOCAL,M,20005130,Meridianบรั่นดี38ดีกรี700ml
10400,WHISKY,10401,LOCAL,M,20020384,ตะวันแดงเรดซีรี่ 700ml
10400,WHISKY,10401,LOCAL,S,20028420,ตะวันแดงเรดซีรี่300ml
10400,WHISKY,10401,LOCAL,M,20005104,เบนมอร์โกลเด้นสแต็กวิสกี้70cl
10400,WHISKY,10401,LOCAL,L,20005098,เบลนด์285 1000ml
10400,WHISKY,10401,LOCAL,M,20003822,เบลนด์285 ซิกเนเจอร์700ml
10400,WHISKY,10401,LOCAL,M,20006496,เบลนด์285ขวด700ml
10400,WHISKY,10401,LOCAL,L,20016221,เบลนด์285ซิกเนเจอร์ขวด1000ml
10400,WHISKY,10401,LOCAL,M,20005099,มังกรทองกลม625ml
10400,WHISKY,10401,LOCAL,S,20015028,สเมอร์นอฟมิดไนท์แม็กซ์330ml
10400,WHISKY,10401,LOCAL,M,20003821,แสงโสมกลม700ml
10400,WHISKY,10401,LOCAL,S,20003820,แสงโสมแบน300ml
10400,WHISKY,10401,LOCAL,S,20006493,หงส์ทองสุรา35ดีกรี350ml
10400,WHISKY,10401,LOCAL,M,20006492,หงส์ทองสุรา35ดีกรี700ml
10400,WHISKY,10402,IMPORT,L,20020529,100ไพเพอร์1000ml
10400,WHISKY,10402,IMPORT,L,20006498,Johnnie Walker แบล็คเลเบิ้ล1000ml
10400,WHISKY,10402,IMPORT,L,20006497,Johnnie Walker เรดเลเบิ้ล1000ml
10400,WHISKY,10402,IMPORT,M,20005128,Johnnie Walker เรดเลเบิ้ล700ml
10400,WHISKY,10402,IMPORT,L,20020528,รอยัลแสต๊ก1000ml
10400,WHISKY,10402,IMPORT,M,20020527,รอยัลแสต๊ก700ml
10600,WINE,10601,RTD,S,20005476,ฟูลมูนเรด275ml
10600,WINE,10601,RTD,S,20005477,ฟูลมูนไวท์275ml
10600,WINE,10601,RTD,L,20008975,ฟูลมูนไวท์275mlx4
10600,WINE,10601,RTD,L,20008974,ฟูลมูลเรด275mlx4
10600,WINE,10601,RTD,S,20022244,โวล่าทวิสเลมอนแอนด์ส้ม275ml
10600,WINE,10601,RTD,S,20022242,โวล่าทวิสสตอเบอรี่แอนด์ลิ้นจี่275ml
10600,WINE,10601,RTD,S,20005486,โวล่าเรด275ml
10600,WINE,10601,RTD,L,20006716,สปายไวน์คูลเลอร์คลาสสิค275mlx4
10600,WINE,10601,RTD,L,20009599,สปายไวน์คูลเลอร์แบล็ค275mlx4
10600,WINE,10601,RTD,L,20006711,สปายไวน์คูลเลอร์เรด275mlx4
10600,WINE,10601,RTD,L,20006712,สปายไวน์คูลเลอร์ไวท์275mlx4
10600,WINE,10601,RTD,S,20026639,สปายไวน์ซีโร่ชูก้าคลาสสิค275ml
10600,WINE,10601,RTD,S,20026640,สปายไวน์ซีโร่ชูก้าเรด275ml
10600,WINE,10601,RTD,S,20026638,สปายไวน์บัตเตอร์ฟลายคิส275ml
10600,WINE,10601,RTD,S,20021885,สปายไวน์แพคคู่275ml
10600,WINE,10602,WINE,M,20005480,Mont Clair BIN5คาร์แบร์เนต์โซวินญอง750ml
10600,WINE,10602,WINE,M,20005479,Mont Clair BIN9ชีราซรีเสิร์ฟ750ml
10600,WINE,10602,WINE,M,20005483,นาดิน777ไวน์แดง750ml
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004405,ครอเร็ทคูลมินต์แอคติซอลพลัส12เม็ด
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004353,คลอเร็ทคูลเบอรี่มินต์35เม็ด
E0100,CANDY,E0101,MOUTH FRESHENER,S,20006653,คลอเร็ทคูลมินต์35เม็ด
E0100,CANDY,E0101,MOUTH FRESHENER,S,20013195,คลอเร็ทมินต์แท็บเคลียร์มินต์18g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20013194,คลอเร็ทมินต์แท็บออริจินอลมินต์18g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20006654,คลอเร็ทอาร์กติกมินต์35เม็ด
E0100,CANDY,E0101,MOUTH FRESHENER,S,20029218,โคคอนลูกอมผสมเกลือกลิ่นเลมอน 150g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20008813,โบตันตลับขาว5.4g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20027625,ฟิชเชอร์แมนเฟรนช์ มิกซ์เบอร์รี่25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004365,ฟิชเชอร์แมนเฟรนด์ชูการ์ฟรีซิตรัส25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20007570,ฟิชเชอร์แมนเฟรนด์ชูการ์ฟรีมินต์25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004348,ฟิชเชอร์แมนเฟรนด์เชอร์รี่25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20007154,ฟิชเชอร์แมนเฟรนด์สไปซี่แมนดาริน25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004425,ฟิชเชอร์แมนเฟรนด์ฮันนี่เลมอน25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20010214,ฟิชเชอร์แมนส์เฟรนด์ แบล็คเคอร์แรนท์25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20004418,ฟิชเชอร์แมนส์เฟรนด์สเปียร์มิ้นส์25g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20029211,ลูกอม มิน มิน กลิ่นจูซี่ พลัม 14g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20029210,ลูกอม มิน มิน กลิ่นเฟรชแตงโม 14g
E0100,CANDY,E0101,MOUTH FRESHENER,S,20029213,ลูกอมมินมินกลิ่นสแปรชโคล่าเลม่อน14g
E0100,CANDY,E0102,GUMMY,S,20004648,กัมมี่โคล่า15g
E0100,CANDY,E0102,GUMMY,S,20004647,กัมมี่สตรอเบอร์รี่15g
E0100,CANDY,E0102,GUMMY,S,20004410,กุมิกุมิไอซ์ลูกอม28g
E0100,CANDY,E0102,GUMMY,M,20024838,ปีโป้กัมมี่ฟิลล์รสองุ่น70g
E0100,CANDY,E0102,GUMMY,S,20023281,ฮาร์ทบีทกัมมี่ไลม์ซอล40g
E0100,CANDY,E0103,HARD,S,20026802,คิดส์มาเนียเกเตอร์ชอมพ์อมยิ้ม17g
E0100,CANDY,E0103,HARD,S,20026801,คิดส์มาเนียแก๊สปั้มลูกอมผลไม้13g
E0100,CANDY,E0103,HARD,S,20028093,จัสติกลีกคอนเทนเนอร์ลูกอม10g
E0100,CANDY,E0103,HARD,S,20028094,บาร์บี้โชว์อมยิ้ม11g
E0100,CANDY,E0103,HARD,S,20028095,บาร์บี้ซุปเปอร์อมยิ้ม120g
E0100,CANDY,E0103,HARD,S,20028091,แบร์ดี้บอลซีรีส์ลูกอม20g
E0100,CANDY,E0103,HARD,S,20021524,โอคาชิซุปเปอร์โลลี่ป๊อป48g
E0100,CANDY,E0103,HARD,L,20006507,ฮาร์ทบีทรสระกำ100เม็ด
E0100,CANDY,E0103,HARD,L,20006506,ฮาร์ทบีทรสสตรอเบอร์รี่100เม็ด
E0100,CANDY,E0103,HARD,S,20004401,ดิพเปอร์แอนด์ฟลิพป๊อปพุชป๊อป14g
E0100,CANDY,E0103,HARD,S,20004361,ดิพเปอร์แอนด์ฟลิพป๊อปอมยิ้มรสผลไม้รวม32g
E0100,CANDY,E0103,HARD,S,20004426,บาร์บี้ ลูกอมคาราโอเกะ15g
E0100,CANDY,E0103,HARD,S,20004428,บาร์บี้ เลิฟลูกอมกลิ่นผลไม้รวม30g
E0100,CANDY,E0103,HARD,S,20028085,บาร์บี้ลูกอมอัดเม็ดกลิ่นนม20g
E0100,CANDY,E0103,HARD,S,20004366,แบร์ดี้ มูลูกอมกลิ่นนม30g
E0100,CANDY,E0103,HARD,M,20004398,แบร์ดี้ ลูกอมกลิ่นโคล่า100g
E0100,CANDY,E0103,HARD,S,20004359,แบร์ดี้ ลูกอมกลิ่นโคล่า30g
E0100,CANDY,E0103,HARD,S,20004357,แบร์ดี้ ลูกอมกลิ่นส้ม35g
E0100,CANDY,E0103,HARD,M,20004429,แบร์ดี้ ลูกอมรสเปรี้ยว100g
E0100,CANDY,E0103,HARD,S,20004356,แบร์ดี้ลูกอมอัดเม็ดกลิ่นนม40g
E0100,CANDY,E0103,HARD,S,20004385,โบตันมิ้นท์บอลกีวีแอปเปิ้ล17.5g
E0100,CANDY,E0103,HARD,S,20004384,โบตันมิ้นท์บอลเลมอน17.5g
E0100,CANDY,E0103,HARD,S,20028082,พีกินบ๊วยอัดเม็ด25g
E0100,CANDY,E0103,HARD,S,20009313,ริกลี่ย์ดับเบิ้ลมินต์เปปเปอร์12.4g
E0100,CANDY,E0103,HARD,S,20007569,เวอเธอร์ออริจินอลลูกอมรสครีมคาราเมล50g
E0100,CANDY,E0103,HARD,S,20026584,โอเล่บูสท์สตรอเบอร์รี่แตงโม17.50g
E0100,CANDY,E0103,HARD,S,20028067,โอเล่มินิ สตรอเบอร์รี่แตงโม18.20g
E0100,CANDY,E0103,HARD,S,20028070,โอเล่มินิ สตรอเบอร์รี่แอปเปิ้ล18.20g
E0100,CANDY,E0103,HARD,M,20009025,ฮาร์ทบีทรสระกำ 112g
E0100,CANDY,E0103,HARD,S,20005052,ฮาร์ทบีทไลม์ซอลลูกอมมะนาวเกลือ40g
E0100,CANDY,E0103,HARD,M,20009026,ฮาร์ทบีทสตรอเบอร์รี่ 112g
E0100,CANDY,E0103,HARD,S,20004360,ดิพเปอร์แอนด์ฟลิพป๊อปฟลิพป๊อบรสผลไม้25g
E0100,CANDY,E0103,HARD,S,20004396,แบร์ดี้ บิ๊กเบบี้อัดเม็ดผลไม้รวม40g
E0100,CANDY,E0103,HARD,S,20021791,ฮอลล์เอ็กซ์เอสบลูเบอร์รี่15g
E0100,CANDY,E0103,HARD,S,20014634,ฮอลล์เอ็กซ์เอสมิกซ์เบอร์รี่15g
E0100,CANDY,E0103,HARD,S,20004421,ฮอลล์เอ็กซ์เอสเมนโทลิปตัล25เม็ด
E0100,CANDY,E0103,HARD,S,20004419,ฮอลล์เอ็กซ์เอสไลม์25เม็ด
E0100,CANDY,E0103,HARD,S,20004420,ฮอลล์เอ็กซ์เอสวอเตอร์เมลอน25เม็ด
E0100,CANDY,E0103,HARD,S,20028075,กู๊ดบอยฟุตโลลี่ป้อป8g
E0100,CANDY,E0103,HARD,S,20004430,โกปิโก้ลูกอมคอฟฟี่ช็อค9เม็ด
E0100,CANDY,E0103,HARD,S,20007155,จูปาจุ๊ปส์อมยิ้มกลิ่นผลไม้11g
E0100,CANDY,E0103,HARD,S,20027291,เซียงไฮลูกอมรสบ๊วย45g
E0100,CANDY,E0103,HARD,S,20004343,ไดนาไมท์ลูกอมช็อกโกมินต์24g
E0100,CANDY,E0103,HARD,S,20025901,แบร์แอนด์ฟรุ๊ตลูกอมกลิ่นผลไม้22g
E0100,CANDY,E0103,HARD,S,20009027,ฟริทซีพลัสรสโคล่า30g
E0100,CANDY,E0103,HARD,S,20004412,มิลโกะนมอัดเม็ดรสหวาน18g
E0100,CANDY,E0103,HARD,S,20026166,มิลค์มี นมอัดเม็ดรสช็อคโกแลต 13g
E0100,CANDY,E0103,HARD,S,20026165,มิลค์มี นมอัดเม็ดรสนม 13g
E0100,CANDY,E0103,HARD,S,20017303,โรสเซล่าไข่ไดโนเสาร์3.4g
E0100,CANDY,E0103,HARD,S,20026168,หิมาลายาลูกอมผสมเกลือกลิ่นเลม่อน
E0100,CANDY,E0103,HARD,S,20004352,อมีร่าลูกอมรสมะขามสอดไส้8เม็ด
E0100,CANDY,E0103,HARD,S,20006748,โอเล่สตรอเบอร์รี่7เม็ด
E0100,CANDY,E0103,HARD,S,20007167,ฮอลล์คูลเมนโทลิบตัส27.9g
E0100,CANDY,E0103,HARD,S,20004403,ฮอลล์คูลเมนโทลิปตัล11เม็ด
E0100,CANDY,E0103,HARD,S,20004402,ฮอลล์ชูทเตอร์น้ำผึ้งเลมอน11เม็ด
E0100,CANDY,E0103,HARD,S,20007168,ฮอลล์ซูทเตอร์น้ำผึ้งผสมเลม่อน27.9g
E0100,CANDY,E0103,HARD,S,20013197,ฮอลล์ดับเบิ้ลออเรนจ์ถุง10เม็ด30g
E0100,CANDY,E0103,HARD,S,20013196,ฮอลล์ดับเบิ้ลออเรนจ์แผง8เม็ด22.4g
E0100,CANDY,E0103,HARD,S,20004340,ฮอลล์ฟรุตตี้กลิ่นราสเบอร์รี27.9g
E0100,CANDY,E0103,HARD,S,20004351,ฮอลล์ฟรุตตี้สอดไส้เฟรชไลม์8เม็ด
E0100,CANDY,E0103,HARD,S,20007159,ฮอลล์เมนทอล18เม็ด
E0100,CANDY,E0103,HARD,S,20007160,ฮอลล์ราสเบอร์รี่ฟรุ๊ตตี้8เม็ด
E0100,CANDY,E0103,HARD,S,20007161,ฮอลล์ลูกอมน้ำผึ้งผสมเลมอน8เม็ด
E0100,CANDY,E0103,HARD,S,20021789,ฮอลล์ลูกอมมิกซ์เบอร์รี่แผง8เม็ด22.4g
E0100,CANDY,E0103,HARD,S,20004404,ฮอลล์สอดไส้ฟรุตตี้เฟรชไลม์10เม็ด
E0100,CANDY,E0103,HARD,S,20006509,ฮาร์ทบีทจัมโบสตรอเบอรีลิ้นจี่10เม็ด
E0100,CANDY,E0105,SOFT,S,20006699,ไดเรคเตอร์ทอยปืนบอลตะกร้อ
E0100,CANDY,E0105,SOFT,S,20006692,ไดเรคเตอร์ทอยรถแข่งทอฟฟี่
E0100,CANDY,E0105,SOFT,S,20007149,ไดเรคเตอร์ทอยรถตุ๊กตุ๊ก
E0100,CANDY,E0105,SOFT,S,20006693,ไดเรคเตอร์ทอยวิทยุมือถือทอฟฟี่
E0100,CANDY,E0105,SOFT,S,20000074001,ชูวี่มิลค์แคนดี้คอร์น67g
E0100,CANDY,E0105,SOFT,S,20000074002,ชูวี่มิลค์แคนดี้ทาโร่67g
E0100,CANDY,E0105,SOFT,S,20000074003,ชูวี่มิลค์แคนดี้วอเทอร์เมลอน67g
E0100,CANDY,E0105,SOFT,S,20000074004,ชูวี่มิลค์แคนดี้สตรอเบอร์รี่67g
E0100,CANDY,E0105,SOFT,S,20009816,ซูกัสจัมโบ้กลิ่นลิ้นจี่สับปะรด45g
E0100,CANDY,E0105,SOFT,S,20009686,ซูกัสจัมโบ้รวม12เม็ด45g
E0100,CANDY,E0105,SOFT,S,20009691,ซูกัสถุงผลไม้รวมรส18เม็ด45g
E0100,CANDY,E0105,SOFT,S,20007674,ไดเรคเตอร์ทอยช้างกังหัน
E0100,CANDY,E0105,SOFT,S,20006697,ไดเรคเตอร์ทอยม้าบินทอฟฟี่
E0100,CANDY,E0105,SOFT,S,20004679,ไดเรคเตอร์ทอยรถดัมท์
E0100,CANDY,E0105,SOFT,S,20004427,บาร์บี้ชิววี่กลิ่นแอปเปิ้ลเขียว40g
E0100,CANDY,E0105,SOFT,S,20004408,โมรินากะไฮชิวส์เกรฟ57g
E0100,CANDY,E0105,SOFT,S,20004407,โมรินากะไฮชิวส์สตรอเบอร์รี่57g
E0100,CANDY,E0105,SOFT,S,20004409,โรสเซล่าร่มหรรษา32g
E0100,CANDY,E0105,SOFT,S,20010192,สกิตเติ้ลส์ลูกอมหลอด30g
E0100,CANDY,E0105,SOFT,S,20006175,ซูกัสลูกอมรสแบล็กเคอร์แรนท์30g
E0100,CANDY,E0105,SOFT,S,20006174,ซูกัสลูกอมรสราสเบอรี่30g
E0100,CANDY,E0105,SOFT,S,20006173,ซูกัสลูกอมรสส้ม30g
E0100,CANDY,E0105,SOFT,S,20006176,ซูกัสลูกอมรสแอปเปิ้ล30g
E0100,CANDY,E0105,SOFT,S,20013410,เปรี้ยวปากมะขามคลุกบ๊วย20g
E0100,CANDY,E0105,SOFT,S,20028165,เปรี้ยวปากมะขามคลุกบ๊วย40g
E0100,CANDY,E0105,SOFT,S,20004388,เมนทอสเเท่งเรนโบร์37g
E0100,CANDY,E0105,SOFT,S,20007156,เมนทอสชาวร์มิกซ์37g
E0100,CANDY,E0105,SOFT,S,20004389,เมนทอสรสผลไม้รวม37g
E0100,CANDY,E0105,SOFT,S,20004387,เมนทอสรสมินต์37g
E0100,CANDY,E0105,SOFT,S,20004414,โรสเซล่าหุ่นแสนกลลูกอมต๊อกแต๊ก
E0100,CANDY,E0105,SOFT,S,20004344,ลัชลูกอมช็อกโกช็อกโก22.4g
E0100,CANDY,E0106,OTHER CANDY,S,20026580,ลิตเติ้ลคีฟีแคนดี้สายไหมกลิ่นโคล่า15g
E0100,CANDY,E0106,OTHER CANDY,S,20026582,ลิตเติ้ลคีฟีแคนดี้สายไหมกลิ่นสตรอฯ15g
E0100,CANDY,E0106,OTHER CANDY,S,20028407,ลิตเติ้ลคีฟีแคนดี้สายไหมบลูเบอร์รี่15g
E0100,CANDY,E0107,JELLY,M,20004824,คิงโกเยลลี่ลิ้นจี่420g
E0100,CANDY,E0107,JELLY,M,20004825,คิงโกเยลลี่สตรอเบอร์รี่420g
E0100,CANDY,E0107,JELLY,M,20004807,โคคอนมินิพุดดิ้งรวมรส375g
E0100,CANDY,E0107,JELLY,M,20004806,โคคอนโยโก้บาร์รวมรส450g
E0100,CANDY,E0107,JELLY,S,20004668,ดีโด้เยลลี่วุ้นผลไม้25 ถ้วย
E0100,CANDY,E0107,JELLY,L,20007391,ดีโด้เยลลี่สอดไส้3IN1รุ่น25ถ้วย
E0100,CANDY,E0107,JELLY,S,20004697,ทุตตี้ฟรุตตี้รถแข่ง45g
